Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment
51,12,5070.35,3,5,5,355,Loyal Customers
290,1,574.02,1,1,3,113,At Risk / Lost Customers
61,8,694.4,3,5,3,353,Loyal Customers
64,3,1174.3500000000001,3,3,4,334,Loyal Customers
96,1,205.3,2,1,1,211,At Risk / Lost Customers
274,1,310.47,1,1,2,112,At Risk / Lost Customers
1,91,60767.9,5,5,5,555,Champions
75,4,924.85,2,4,3,243,Loyal Customers
110,1,52.0,2,1,1,211,At Risk / Lost Customers
199,1,327.97,1,1,2,112,At Risk / Lost Customers
64,2,570.5,3,3,3,333,Loyal Customers
327,1,165.0,1,1,1,111,At Risk / Lost Customers
4,1,312.62,5,1,2,512,Recent / New Customers
284,1,204.5,1,1,1,111,At Risk / Lost Customers
44,1,267.13,3,1,2,312,Recent / New Customers
71,3,2748.31,3,3,5,335,Loyal Customers
86,1,679.68,2,1,3,213,At Risk / Lost Customers
104,1,162.29,2,1,1,211,At Risk / Lost Customers
334,1,311.71,1,1,2,112,At Risk / Lost Customers
53,1,208.75,3,1,1,311,Recent / New Customers
39,3,1049.7,3,3,4,334,Loyal Customers
32,2,714.9599999999999,4,3,3,433,Loyal Customers
366,4,1661.06,1,4,4,144,At Risk / Lost Customers
208,1,1028.56,1,1,4,114,At Risk / Lost Customers
157,3,351.67,2,3,2,232,Loyal Customers
54,1,173.97,3,1,1,311,Recent / New Customers
66,2,574.07,3,3,3,333,Loyal Customers
81,1,2020.52,2,1,4,214,At Risk / Lost Customers
130,1,406.09000000000003,2,1,2,212,At Risk / Lost Customers
87,1,364.5,2,1,2,212,At Risk / Lost Customers
1,3,563.94,5,3,3,533,Loyal Customers
46,1,393.54,3,1,2,312,Recent / New Customers
333,1,252.42000000000002,1,1,2,112,At Risk / Lost Customers
366,1,201.60000000000002,1,1,1,111,At Risk / Lost Customers
72,1,158.04,3,1,1,311,Recent / New Customers
158,2,473.81,2,3,2,232,Loyal Customers
373,1,115.65,1,1,1,111,At Risk / Lost Customers
12,7,1960.11,5,5,4,554,Champions
255,2,777.02,1,3,3,133,At Risk / Lost Customers
29,2,277.05,4,3,2,432,Loyal Customers
31,10,2766.5,4,5,5,455,Champions
5,22,8347.2,5,5,5,555,Champions
40,1,427.93,3,1,2,312,Recent / New Customers
362,1,418.92,1,1,2,112,At Risk / Lost Customers
373,1,326.0,1,1,2,112,At Risk / Lost Customers
96,2,913.19,2,3,3,233,Loyal Customers
26,7,2314.32,4,5,5,455,Champions
75,2,602.51,2,3,3,233,Loyal Customers
57,4,1877.5900000000001,3,4,4,344,Loyal Customers
21,1,446.94000000000005,4,1,2,412,Recent / New Customers
41,7,2386.05,3,5,5,355,Loyal Customers
137,1,2007.4,2,1,4,214,At Risk / Lost Customers
8,12,2415.91,5,5,5,555,Champions
129,1,168.0,2,1,1,211,At Risk / Lost Customers
40,3,1233.3600000000001,3,3,4,334,Loyal Customers
169,7,3703.29,2,5,5,255,Loyal Customers
9,5,1690.26,5,4,4,544,Champions
214,2,596.85,1,3,3,133,At Risk / Lost Customers
15,6,5955.71,4,5,5,455,Champions
170,2,642.41,2,3,3,233,Loyal Customers
40,1,316.88,3,1,2,312,Recent / New Customers
186,1,394.14,1,1,2,112,At Risk / Lost Customers
270,1,140.54,1,1,1,111,At Risk / Lost Customers
172,1,500.0,2,1,3,213,At Risk / Lost Customers
5,4,1535.53,5,4,4,544,Champions
16,2,231.86,4,3,1,431,About to Sleep
10,4,2183.54,5,4,5,545,Champions
326,1,107.45,1,1,1,111,At Risk / Lost Customers
113,1,288.18,2,1,2,212,At Risk / Lost Customers
290,1,94.0,1,1,1,111,At Risk / Lost Customers
16,2,1345.53,4,3,4,434,Loyal Customers
1,3,815.77,5,3,3,533,Loyal Customers
92,5,716.2,2,4,3,243,Loyal Customers
149,2,626.77,2,3,3,233,Loyal Customers
189,1,349.1,1,1,2,112,At Risk / Lost Customers
31,2,510.71000000000004,4,3,3,433,Loyal Customers
34,4,1056.44,3,4,4,344,Loyal Customers
264,1,267.18,1,1,2,112,At Risk / Lost Customers
84,8,3450.84,2,5,5,255,Loyal Customers
26,4,1358.88,4,4,4,444,Champions
171,1,190.53,2,1,1,211,At Risk / Lost Customers
10,3,774.9000000000001,5,3,3,533,Loyal Customers
313,1,572.8100000000001,1,1,3,113,At Risk / Lost Customers
65,4,3984.32,3,4,5,345,Loyal Customers
85,1,508.8,2,1,3,213,At Risk / Lost Customers
25,1,135.86,4,1,1,411,Recent / New Customers
59,4,950.36,3,4,4,344,Loyal Customers
323,2,97.7,1,3,1,131,At Risk / Lost Customers
38,1,43.5,3,1,1,311,Recent / New Customers
254,2,383.34,1,3,2,132,At Risk / Lost Customers
19,5,1447.39,4,4,4,444,Champions
33,3,1483.14,4,3,4,434,Loyal Customers
15,1,93.78,4,1,1,411,Recent / New Customers
27,2,397.35,4,3,2,432,Loyal Customers
23,1,171.19000000000003,4,1,1,411,Recent / New Customers
214,2,533.3,1,3,3,133,At Risk / Lost Customers
8,5,1041.48,5,4,4,544,Champions
22,1,149.29,4,1,1,411,Recent / New Customers
12,3,1122.53,5,3,4,534,Loyal Customers
262,1,200.16,1,1,1,111,At Risk / Lost Customers
131,1,156.57999999999998,2,1,1,211,At Risk / Lost Customers
55,3,383.68,3,3,2,332,Loyal Customers
249,1,594.0,1,1,3,113,At Risk / Lost Customers
2,7,3236.91,5,5,5,555,Champions
9,2,1418.26,5,3,4,534,Loyal Customers
264,1,113.5,1,1,1,111,At Risk / Lost Customers
331,1,155.17000000000002,1,1,1,111,At Risk / Lost Customers
313,1,494.64,1,1,3,113,At Risk / Lost Customers
26,3,974.52,4,3,4,434,Loyal Customers
30,1,429.84,4,1,2,412,Recent / New Customers
30,3,538.73,4,3,3,433,Loyal Customers
2,7,1388.37,5,5,4,554,Champions
362,1,179.1,1,1,1,111,At Risk / Lost Customers
283,3,447.22,1,3,2,132,At Risk / Lost Customers
262,1,237.07,1,1,1,111,At Risk / Lost Customers
25,1,161.64,4,1,1,411,Recent / New Customers
354,1,216.76,1,1,1,111,At Risk / Lost Customers
94,3,234.6,2,3,1,231,At Risk / Lost Customers
29,1,126.14,4,1,1,411,Recent / New Customers
338,1,1048.85,1,1,4,114,At Risk / Lost Customers
20,18,7354.62,4,5,5,455,Champions
85,1,334.53,2,1,2,212,At Risk / Lost Customers
9,3,524.88,5,3,3,533,Loyal Customers
51,2,467.51,3,3,2,332,Loyal Customers
50,2,538.55,3,3,3,333,Loyal Customers
2,1,469.48,5,1,2,512,Recent / New Customers
113,1,371.56,2,1,2,212,At Risk / Lost Customers
14,7,1771.2,4,5,4,454,Champions
77,1,454.11,2,1,2,212,At Risk / Lost Customers
40,2,1441.42,3,3,4,334,Loyal Customers
116,1,905.5,2,1,3,213,At Risk / Lost Customers
16,12,11054.96,4,5,5,455,Champions
161,4,233.81,2,4,1,241,At Risk / Lost Customers
1,4,3594.31,5,4,5,545,Champions
30,3,2575.0,4,3,5,435,Loyal Customers
93,1,91.32000000000001,2,1,1,211,At Risk / Lost Customers
23,3,1134.28,4,3,4,434,Loyal Customers
95,6,3100.09,2,5,5,255,Loyal Customers
28,2,659.46,4,3,3,433,Loyal Customers
33,5,2001.8,4,4,4,444,Champions
21,2,1299.23,4,3,4,434,Loyal Customers
18,2,1262.2,4,3,4,434,Loyal Customers
3,27,13316.4,5,5,5,555,Champions
8,4,1131.56,5,4,4,544,Champions
16,12,10384.93,4,5,5,455,Champions
363,1,147.09,1,1,1,111,At Risk / Lost Customers
81,1,52.83,2,1,1,211,At Risk / Lost Customers
53,5,3610.96,3,4,5,345,Loyal Customers
23,3,979.26,4,3,4,434,Loyal Customers
172,1,492.36,2,1,3,213,At Risk / Lost Customers
189,6,1000.27,1,5,4,154,At Risk / Lost Customers
331,1,250.0,1,1,1,111,At Risk / Lost Customers
12,5,909.23,5,4,3,543,Loyal Customers
156,2,121.0,2,3,1,231,At Risk / Lost Customers
33,19,14758.22,4,5,5,455,Champions
12,11,4139.46,5,5,5,555,Champions
45,3,62.43,3,3,1,331,About to Sleep
233,1,267.03,1,1,2,112,At Risk / Lost Customers
64,8,1942.45,3,5,4,354,Loyal Customers
2,1,343.5,5,1,2,512,Recent / New Customers
40,8,3000.2,3,5,5,355,Loyal Customers
33,2,398.84,4,3,2,432,Loyal Customers
84,1,412.01000000000005,2,1,2,212,At Risk / Lost Customers
25,1,440.0,4,1,2,412,Recent / New Customers
2,3,825.92,5,3,3,533,Loyal Customers
33,2,148.44,4,3,1,431,About to Sleep
19,8,2429.78,4,5,5,455,Champions
254,1,229.33,1,1,1,111,At Risk / Lost Customers
23,11,3995.23,4,5,5,455,Champions
22,4,1502.3500000000001,4,4,4,444,Champions
8,2,2007.44,5,3,4,534,Loyal Customers
25,4,1580.93,4,4,4,444,Champions
19,3,807.57,4,3,3,433,Loyal Customers
173,4,536.4,2,4,3,243,Loyal Customers
163,1,110.92,2,1,1,211,At Risk / Lost Customers
7,1,538.46,5,1,3,513,About to Sleep
11,1,213.3,5,1,1,511,Recent / New Customers
114,1,85.13000000000001,2,1,1,211,At Risk / Lost Customers
288,1,127.86,1,1,1,111,At Risk / Lost Customers
9,9,3546.71,5,5,5,555,Champions
54,2,292.71999999999997,3,3,2,332,Loyal Customers
7,14,4954.84,5,5,5,555,Champions
77,3,1693.26,2,3,4,234,Loyal Customers
4,4,575.63,5,4,3,543,Loyal Customers
37,1,436.06,3,1,2,312,Recent / New Customers
217,1,90.12,1,1,1,111,At Risk / Lost Customers
60,1,437.23,3,1,2,312,Recent / New Customers
278,1,217.2,1,1,1,111,At Risk / Lost Customers
12,16,4805.17,5,5,5,555,Champions
24,1,279.77,4,1,2,412,Recent / New Customers
29,1,473.65000000000003,4,1,2,412,Recent / New Customers
12,4,800.5899999999999,5,4,3,543,Loyal Customers
352,1,134.55,1,1,1,111,At Risk / Lost Customers
22,4,1400.44,4,4,4,444,Champions
50,2,173.16000000000003,3,3,1,331,About to Sleep
19,1,186.01,4,1,1,411,Recent / New Customers
3,3,758.29,5,3,3,533,Loyal Customers
104,5,1375.71,2,4,4,244,Loyal Customers
7,12,4165.52,5,5,5,555,Champions
12,4,650.4300000000001,5,4,3,543,Loyal Customers
5,7,2552.86,5,5,5,555,Champions
32,2,607.45,4,3,3,433,Loyal Customers
178,4,702.25,2,4,3,243,Loyal Customers
38,1,940.67,3,1,3,313,About to Sleep
151,3,258.88,2,3,2,232,Loyal Customers
162,1,127.1,2,1,1,211,At Risk / Lost Customers
69,2,348.6,3,3,2,332,Loyal Customers
121,13,3679.9700000000003,2,5,5,255,Loyal Customers
25,3,682.9100000000001,4,3,3,433,Loyal Customers
24,4,725.11,4,4,3,443,Loyal Customers
177,1,455.3,2,1,2,212,At Risk / Lost Customers
50,4,913.68,3,4,3,343,Loyal Customers
256,3,478.53,1,3,2,132,At Risk / Lost Customers
47,1,388.58,3,1,2,312,Recent / New Customers
71,1,199.8,3,1,1,311,Recent / New Customers
16,5,1771.78,4,4,4,444,Champions
101,5,1406.59,2,4,4,244,Loyal Customers
35,1,324.57,3,1,2,312,Recent / New Customers
53,1,240.68,3,1,1,311,Recent / New Customers
27,2,761.74,4,3,3,433,Loyal Customers
11,14,6776.56,5,5,5,555,Champions
8,9,1297.8700000000001,5,5,4,554,Champions
79,1,48.480000000000004,2,1,1,211,At Risk / Lost Customers
52,1,216.39000000000001,3,1,1,311,Recent / New Customers
36,5,1198.23,3,4,4,344,Loyal Customers
61,9,2920.16,3,5,5,355,Loyal Customers
337,1,104.76,1,1,1,111,At Risk / Lost Customers
28,4,1093.68,4,4,4,444,Champions
184,1,298.48,1,1,2,112,At Risk / Lost Customers
52,1,112.46000000000001,3,1,1,311,Recent / New Customers
10,13,1591.45,5,5,4,554,Champions
36,2,195.15,3,3,1,331,About to Sleep
10,23,10399.74,5,5,5,555,Champions
33,4,776.851,4,4,3,443,Loyal Customers
11,1,336.4,5,1,2,512,Recent / New Customers
57,3,1553.18,3,3,4,334,Loyal Customers
4,4,1293.03,5,4,4,544,Champions
43,9,3709.56,3,5,5,355,Loyal Customers
141,1,301.03000000000003,2,1,2,212,At Risk / Lost Customers
117,4,588.13,2,4,3,243,Loyal Customers
104,4,1534.26,2,4,4,244,Loyal Customers
75,2,675.8,2,3,3,233,Loyal Customers
5,9,2870.2400000000002,5,5,5,555,Champions
45,2,1186.35,3,3,4,334,Loyal Customers
16,8,3285.31,4,5,5,455,Champions
17,1,243.55,4,1,1,411,Recent / New Customers
90,2,724.76,2,3,3,233,Loyal Customers
53,1,223.36,3,1,1,311,Recent / New Customers
134,1,425.32,2,1,2,212,At Risk / Lost Customers
4,15,12515.66,5,5,5,555,Champions
105,4,1887.2,2,4,4,244,Loyal Customers
192,3,664.0,1,3,3,133,At Risk / Lost Customers
166,4,813.0,2,4,3,243,Loyal Customers
19,1,612.01,4,1,3,413,About to Sleep
158,3,447.64000000000004,2,3,2,232,Loyal Customers
204,2,657.35,1,3,3,133,At Risk / Lost Customers
336,2,816.0,1,3,3,133,At Risk / Lost Customers
37,3,646.3,3,3,3,333,Loyal Customers
91,1,337.74,2,1,2,212,At Risk / Lost Customers
93,2,877.44,2,3,3,233,Loyal Customers
9,2,922.53,5,3,3,533,Loyal Customers
243,1,560.6700000000001,1,1,3,113,At Risk / Lost Customers
45,4,748.5,3,4,3,343,Loyal Customers
23,1,30.0,4,1,1,411,Recent / New Customers
190,5,1024.1000000000001,1,4,4,144,At Risk / Lost Customers
44,1,306.45,3,1,2,312,Recent / New Customers
25,9,1600.86,4,5,4,454,Champions
317,2,309.8,1,3,2,132,At Risk / Lost Customers
106,1,138.14,2,1,1,211,At Risk / Lost Customers
51,1,386.43,3,1,2,312,Recent / New Customers
168,2,2242.01,2,3,5,235,Loyal Customers
40,1,301.32000000000005,3,1,2,312,Recent / New Customers
218,1,76.32000000000001,1,1,1,111,At Risk / Lost Customers
40,4,684.34,3,4,3,343,Loyal Customers
297,1,173.05,1,1,1,111,At Risk / Lost Customers
19,7,2657.13,4,5,5,455,Champions
88,4,2881.02,2,4,5,245,Loyal Customers
73,5,2446.6,2,4,5,245,Loyal Customers
81,3,323.69,2,3,2,232,Loyal Customers
19,3,3435.76,4,3,5,435,Loyal Customers
49,1,657.23,3,1,3,313,About to Sleep
53,1,352.7,3,1,2,312,Recent / New Customers
24,4,781.28,4,4,3,443,Loyal Customers
9,3,1333.68,5,3,4,534,Loyal Customers
25,5,1426.16,4,4,4,444,Champions
117,1,193.75,2,1,1,211,At Risk / Lost Customers
9,9,2993.1,5,5,5,555,Champions
120,2,254.1,2,3,2,232,Loyal Customers
4,2,239.76,5,3,1,531,About to Sleep
252,1,136.8,1,1,1,111,At Risk / Lost Customers
28,1,191.04,4,1,1,411,Recent / New Customers
1,14,6479.4,5,5,5,555,Champions
267,2,409.98,1,3,2,132,At Risk / Lost Customers
33,8,2736.46,4,5,5,455,Champions
18,1,309.65,4,1,2,412,Recent / New Customers
172,2,696.68,2,3,3,233,Loyal Customers
2,4,1542.14,5,4,4,544,Champions
265,1,211.5,1,1,1,111,At Risk / Lost Customers
140,4,2293.62,2,4,5,245,Loyal Customers
201,1,143.1,1,1,1,111,At Risk / Lost Customers
64,4,1060.56,3,4,4,344,Loyal Customers
35,4,945.58,3,4,4,344,Loyal Customers
41,7,3364.2400000000002,3,5,5,355,Loyal Customers
284,1,133.25,1,1,1,111,At Risk / Lost Customers
9,5,1072.3600000000001,5,4,4,544,Champions
143,2,356.7,2,3,2,232,Loyal Customers
12,2,330.88,5,3,2,532,Loyal Customers
146,4,1118.81,2,4,4,244,Loyal Customers
234,1,150.3,1,1,1,111,At Risk / Lost Customers
33,13,5045.61,4,5,5,455,Champions
24,1,598.73,4,1,3,413,About to Sleep
12,1,507.08000000000004,5,1,3,513,About to Sleep
36,5,2222.56,3,4,5,345,Loyal Customers
365,1,203.10000000000002,1,1,1,111,At Risk / Lost Customers
201,2,218.25,1,3,1,131,At Risk / Lost Customers
15,1,415.25,4,1,2,412,Recent / New Customers
17,7,5178.96,4,5,5,455,Champions
213,1,85.0,1,1,1,111,At Risk / Lost Customers
66,3,1120.88,3,3,4,334,Loyal Customers
212,2,294.12,1,3,2,132,At Risk / Lost Customers
283,1,162.3,1,1,1,111,At Risk / Lost Customers
115,2,1339.45,2,3,4,234,Loyal Customers
15,8,1205.1200000000001,4,5,4,454,Champions
19,16,4812.42,4,5,5,455,Champions
66,1,449.12,3,1,2,312,Recent / New Customers
49,1,154.88,3,1,1,311,Recent / New Customers
16,4,784.46,4,4,3,443,Loyal Customers
78,1,34.8,2,1,1,211,At Risk / Lost Customers
19,4,1094.5900000000001,4,4,4,444,Champions
134,1,196.88,2,1,1,211,At Risk / Lost Customers
13,3,974.04,5,3,4,534,Loyal Customers
40,1,149.31,3,1,1,311,Recent / New Customers
235,3,44534.3,1,3,5,135,At Risk / Lost Customers
3,8,2465.48,5,5,5,555,Champions
40,7,2637.38,3,5,5,355,Loyal Customers
305,1,79.2,1,1,1,111,At Risk / Lost Customers
51,3,458.57,3,3,2,332,Loyal Customers
10,6,2364.25,5,5,5,555,Champions
61,4,532.96,3,4,3,343,Loyal Customers
66,2,714.42,3,3,3,333,Loyal Customers
25,1,205.25,4,2,1,421,Recent / New Customers
218,3,253.04000000000002,1,3,2,132,At Risk / Lost Customers
65,2,583.75,3,3,3,333,Loyal Customers
32,2,1086.92,4,3,4,434,Loyal Customers
88,6,3279.9700000000003,2,5,5,255,Loyal Customers
64,1,315.06,3,2,2,322,Recent / New Customers
116,3,621.83,2,4,3,243,Loyal Customers
7,26,56252.72,5,5,5,555,Champions
6,1,635.6800000000001,5,2,3,523,About to Sleep
69,1,270.8,3,2,2,322,Recent / New Customers
245,1,104.9,1,2,1,121,At Risk / Lost Customers
133,1,241.62,2,2,1,221,At Risk / Lost Customers
241,4,1047.1100000000001,1,4,4,144,At Risk / Lost Customers
184,3,475.28000000000003,1,4,2,142,At Risk / Lost Customers
25,3,345.46000000000004,4,4,2,442,Loyal Customers
10,3,2614.74,5,4,5,545,Champions
11,1,246.3,5,2,1,521,Recent / New Customers
33,5,2328.9700000000003,4,4,5,445,Champions
46,3,4932.2,3,4,5,345,Loyal Customers
26,3,948.05,4,4,4,444,Champions
358,1,351.3,1,2,2,122,At Risk / Lost Customers
10,1,220.85,5,2,1,521,Recent / New Customers
44,2,1612.69,3,3,4,334,Loyal Customers
15,3,965.61,4,4,4,444,Champions
150,1,610.01,2,2,3,223,At Risk / Lost Customers
1,8,2711.56,5,5,5,555,Champions
113,4,2207.4,2,4,5,245,Loyal Customers
76,3,884.14,2,4,3,243,Loyal Customers
107,2,699.08,2,3,3,233,Loyal Customers
46,3,1063.95,3,4,4,344,Loyal Customers
143,1,451.42,2,2,2,222,At Risk / Lost Customers
51,1,415.82000000000005,3,2,2,322,Recent / New Customers
1,13,4206.39,5,5,5,555,Champions
23,17,5528.4800000000005,4,5,5,455,Champions
46,3,784.58,3,4,3,343,Loyal Customers
50,3,903.9,3,4,3,343,Loyal Customers
306,4,3734.9700000000003,1,4,5,145,At Risk / Lost Customers
36,5,515.77,3,4,3,343,Loyal Customers
79,4,1391.98,2,4,4,244,Loyal Customers
22,6,2218.62,4,5,5,455,Champions
107,5,1801.14,2,4,4,244,Loyal Customers
208,2,1303.9099999999999,1,3,4,134,At Risk / Lost Customers
17,4,1945.3300000000002,4,4,4,444,Champions
64,5,2100.6,3,4,5,345,Loyal Customers
49,4,1905.45,3,4,4,344,Loyal Customers
320,1,206.98,1,2,1,121,At Risk / Lost Customers
44,2,570.96,3,3,3,333,Loyal Customers
3,2,885.47,5,3,3,533,Loyal Customers
372,1,15.0,1,2,1,121,At Risk / Lost Customers
172,1,532.94,2,2,3,223,At Risk / Lost Customers
56,3,1654.31,3,4,4,344,Loyal Customers
73,14,1836.09,2,5,4,254,Loyal Customers
99,2,636.14,2,3,3,233,Loyal Customers
38,1,576.0,3,2,3,323,About to Sleep
58,3,801.76,3,4,3,343,Loyal Customers
254,1,836.79,1,2,3,123,At Risk / Lost Customers
70,4,2233.75,3,4,5,345,Loyal Customers
44,4,954.09,3,4,4,344,Loyal Customers
50,1,137.37,3,2,1,321,Recent / New Customers
65,1,391.98,3,2,2,322,Recent / New Customers
11,19,33643.08,5,5,5,555,Champions
33,3,1048.49,4,4,4,444,Champions
59,2,355.56,3,3,2,332,Loyal Customers
73,4,1224.06,2,4,4,244,Loyal Customers
304,1,118.95,1,2,1,121,At Risk / Lost Customers
46,1,130.73999999999998,3,2,1,321,Recent / New Customers
18,8,3711.77,4,5,5,455,Champions
38,2,389.27,3,3,2,332,Loyal Customers
19,2,238.85,4,3,1,431,About to Sleep
187,2,160.71,1,3,1,131,At Risk / Lost Customers
52,1,110.8,3,2,1,321,Recent / New Customers
4,12,2974.65,5,5,5,555,Champions
137,5,712.24,2,4,3,243,Loyal Customers
4,27,16387.57,5,5,5,555,Champions
19,1,297.0,4,2,2,422,Recent / New Customers
16,5,1438.85,4,4,4,444,Champions
41,8,977.21,3,5,4,354,Loyal Customers
12,8,3165.36,5,5,5,555,Champions
8,4,832.88,5,4,3,543,Loyal Customers
26,2,68.84,4,3,1,431,About to Sleep
22,6,1936.32,4,5,4,454,Champions
41,3,895.13,3,4,3,343,Loyal Customers
101,1,230.53,2,2,1,221,At Risk / Lost Customers
5,15,3812.64,5,5,5,555,Champions
277,2,149.64,1,3,1,131,At Risk / Lost Customers
33,1,354.09000000000003,4,2,2,422,Recent / New Customers
15,2,360.93,4,3,2,432,Loyal Customers
64,7,4405.88,3,5,5,355,Loyal Customers
2,2,493.28,5,3,3,533,Loyal Customers
369,1,343.28,1,2,2,122,At Risk / Lost Customers
312,5,501.39,1,4,3,143,At Risk / Lost Customers
199,4,516.36,1,4,3,143,At Risk / Lost Customers
2,2,396.48,5,3,2,532,Loyal Customers
93,3,379.35,2,4,2,242,Loyal Customers
60,1,181.09,3,2,1,321,Recent / New Customers
81,1,168.31,2,2,1,221,At Risk / Lost Customers
157,2,446.87,2,3,2,232,Loyal Customers
227,1,524.52,1,2,3,123,At Risk / Lost Customers
253,2,263.55,1,3,2,132,At Risk / Lost Customers
150,1,179.17,2,2,1,221,At Risk / Lost Customers
194,2,222.05,1,3,1,131,At Risk / Lost Customers
1,5,1388.88,5,4,4,544,Champions
369,1,56.25,1,2,1,121,At Risk / Lost Customers
24,1,351.11,4,2,2,422,Recent / New Customers
17,3,363.88,4,4,2,442,Loyal Customers
10,7,5126.76,5,5,5,555,Champions
8,1,164.68,5,2,1,521,Recent / New Customers
20,7,1567.69,4,5,4,454,Champions
4,3,967.45,5,4,4,544,Champions
174,1,191.94,2,2,1,221,At Risk / Lost Customers
1,8,1232.18,5,5,4,554,Champions
178,2,264.62,2,3,2,232,Loyal Customers
16,8,1528.09,4,5,4,454,Champions
248,1,123.1,1,2,1,121,At Risk / Lost Customers
191,2,334.23,1,3,2,132,At Risk / Lost Customers
20,2,639.89,4,3,3,433,Loyal Customers
154,4,167.5,2,4,1,241,At Risk / Lost Customers
173,1,336.03000000000003,2,2,2,222,At Risk / Lost Customers
373,1,369.5,1,2,2,122,At Risk / Lost Customers
373,1,127.08,1,2,1,121,At Risk / Lost Customers
194,1,207.15,1,2,1,121,At Risk / Lost Customers
67,1,426.63,3,2,2,322,Recent / New Customers
4,8,2495.87,5,5,5,555,Champions
21,3,1107.46,4,4,4,444,Champions
239,2,416.86,1,3,2,132,At Risk / Lost Customers
64,1,145.35000000000002,3,2,1,321,Recent / New Customers
112,5,404.58000000000004,2,4,2,242,Loyal Customers
90,15,6115.01,2,5,5,255,Loyal Customers
311,1,35.8,1,2,1,121,At Risk / Lost Customers
134,1,337.44,2,2,2,222,At Risk / Lost Customers
277,1,325.1,1,2,2,122,At Risk / Lost Customers
365,1,181.0,1,2,1,121,At Risk / Lost Customers
83,1,1708.24,2,2,4,224,At Risk / Lost Customers
8,2,955.24,5,3,4,534,Loyal Customers
17,2,364.72,4,3,2,432,Loyal Customers
32,4,1765.51,4,4,4,444,Champions
9,2,708.22,5,3,3,533,Loyal Customers
34,4,806.57,3,4,3,343,Loyal Customers
15,8,1659.3799999999999,4,5,4,454,Champions
24,14,4416.26,4,5,5,455,Champions
32,1,428.89,4,2,2,422,Recent / New Customers
74,1,104.35,2,2,1,221,At Risk / Lost Customers
20,2,470.76,4,3,2,432,Loyal Customers
17,4,845.64,4,4,3,443,Loyal Customers
23,2,418.83,4,3,2,432,Loyal Customers
3,3,666.1,5,4,3,543,Loyal Customers
304,1,314.09999999999997,1,2,2,122,At Risk / Lost Customers
18,12,4199.85,4,5,5,455,Champions
367,1,307.82000000000005,1,2,2,122,At Risk / Lost Customers
39,7,3442.15,3,5,5,355,Loyal Customers
84,1,371.01,2,2,2,222,At Risk / Lost Customers
165,2,430.94,2,3,2,232,Loyal Customers
17,2,1054.73,4,3,4,434,Loyal Customers
77,1,1098.78,2,2,4,224,At Risk / Lost Customers
89,3,2398.86,2,4,5,245,Loyal Customers
25,8,3408.48,4,5,5,455,Champions
22,4,1475.02,4,4,4,444,Champions
3,10,2837.67,5,5,5,555,Champions
123,2,1142.42,2,3,4,234,Loyal Customers
30,1,168.12,4,2,1,421,Recent / New Customers
12,7,1451.28,5,5,4,554,Champions
19,1,158.03,4,2,1,421,Recent / New Customers
44,2,792.11,3,3,3,333,Loyal Customers
4,1,41.989999999999995,5,2,1,521,Recent / New Customers
9,7,2797.57,5,5,5,555,Champions
55,1,427.07,3,2,2,322,Recent / New Customers
88,6,1060.68,2,5,4,254,Loyal Customers
37,5,3089.97,3,4,5,345,Loyal Customers
3,3,12393.7,5,4,5,545,Champions
30,5,2735.37,4,4,5,445,Champions
12,4,615.39,5,4,3,543,Loyal Customers
211,1,101.4,1,2,1,121,At Risk / Lost Customers
48,4,1701.94,3,4,4,344,Loyal Customers
24,3,478.78,4,4,2,442,Loyal Customers
22,4,992.71,4,4,4,444,Champions
246,3,407.5,1,4,2,142,At Risk / Lost Customers
8,16,3362.71,5,5,5,555,Champions
35,3,1415.29,3,4,4,344,Loyal Customers
4,47,37130.6,5,5,5,555,Champions
38,3,662.38,3,4,3,343,Loyal Customers
4,3,705.39,5,4,3,543,Loyal Customers
3,8,1508.76,5,5,4,554,Champions
47,1,211.88,3,2,1,321,Recent / New Customers
39,2,408.9,3,3,2,332,Loyal Customers
47,9,3786.24,3,5,5,355,Loyal Customers
17,3,851.01,4,4,3,443,Loyal Customers
260,1,628.28,1,2,3,123,At Risk / Lost Customers
46,3,719.81,3,4,3,343,Loyal Customers
12,1,251.24,5,2,2,522,Recent / New Customers
30,1,439.65999999999997,4,2,2,422,Recent / New Customers
43,1,236.09,3,2,1,321,Recent / New Customers
92,6,934.62,2,5,3,253,Loyal Customers
39,63,81024.84,3,5,5,355,Loyal Customers
310,1,331.24,1,2,2,122,At Risk / Lost Customers
92,2,548.94,2,3,3,233,Loyal Customers
6,20,8816.4,5,5,5,555,Champions
196,3,437.70000000000005,1,4,2,142,At Risk / Lost Customers
87,2,758.9200000000001,2,3,3,233,Loyal Customers
270,3,855.02,1,4,3,143,At Risk / Lost Customers
8,3,471.78,5,4,2,542,Loyal Customers
65,3,1313.55,3,4,4,344,Loyal Customers
31,3,3166.4,4,4,5,445,Champions
22,5,1197.27,4,4,4,444,Champions
38,4,773.99,3,4,3,343,Loyal Customers
120,4,1340.7,2,4,4,244,Loyal Customers
373,2,256.44,1,3,2,132,At Risk / Lost Customers
40,3,1111.79,3,4,4,344,Loyal Customers
174,1,137.9,2,2,1,221,At Risk / Lost Customers
54,1,362.06,3,2,2,322,Recent / New Customers
33,2,1511.95,4,3,4,434,Loyal Customers
145,1,783.9,2,2,3,223,At Risk / Lost Customers
